file_name|mse|psnr
lena_color_256.tif|0|inf
fruits.png|0|inf
boat.png|0|inf
woman_blonde.tif|0|inf
lena_gray_256.tif|0|inf
cameraman.tif|0|inf
pirate.tif|0|inf
woman_darkhair.tif|0|inf
lena.bmp|0|inf
livingroom.tif|0|inf
lena_gray_512.tif|0|inf
mandril_color.tif|0|inf
tulips.png|0|inf
peppers.png|0|inf
lena_color_512.tif|0|inf
mandril_gray.tif|0|inf
baboon.png|0|inf
barbara.bmp|0|inf
